Дата счета,ID Счета,ID позиции счета,ID заявки,Наименование позиции в счете,Наименование позиции в заявке,Кол-во позиций в счете,Стоимость позиции
2022-02-03 09:31:20.132,72274,367939,31880,"Кабель ППГнг(А)-НF Зх4ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)"," 3x4 BBГнг(A)-LS   0,66кB",23960.0,3087645.65
2022-02-03 09:31:20.132,72274,367940,31880,"Кабель ППГнг(А)-FRHF 1х6ок-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","1x6 BBГнг(A)-FRLS   0,66кB",240.0,26184.82
2022-02-03 09:31:20.132,72274,367941,31880,Кабель ППГнг(А)-НF 1х70мк-1 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель),"1x70 BBГнг(A)-LS   0,66кB",450.0,260025.12
2022-02-03 09:31:20.132,72274,367942,31880,"Кабель ППГнг(А)-НF 5х16мк(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x16 BBГнг(A)-LS   0,66кB",315.0,245646.33
2022-02-03 09:31:20.132,72274,367943,31880,"Кабель ППГнг(А)-НF 5х10ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x10 BBГнг(A)-LS   0,66кB",785.0,379420.66
2022-02-03 09:31:20.132,72274,367944,31880,"Кабель ППГнг(А)-FRHF Зх4ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","3x4 BBГнг(A)-FRLS   0,66кB",40.0,7985.5
2022-02-03 09:31:20.132,72274,367945,31880,"Кабель ППГнг(А)-НF 5х4ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x4 BBГнг(A)-LS   0,66кB",3700.0,755572.3
2022-02-03 09:31:20.132,72274,367946,31880,"Кабель ППГнг(А)-FRHF 5х6ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x6 BBГнг(A)-FRLS   0,66кB",190.0,60805.28
2022-02-03 09:31:20.132,72274,367947,31880,"Кабель ППГнг(А)-НF 5х6ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x6 BBГнг(A)-LS   0,66кB",915.0,266479.7
2022-02-03 09:31:20.132,72274,367948,31880,"Кабель ППГнг(А)-FRHF 2x1,5ок(N)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","2х1,5 BBГнг(A)-FRLS   0,66кB",1200.0,65908.93
2022-02-03 09:31:20.132,72274,367949,31880,"Кабель ППГнг(А)-НF 2x1,5ок(N)-0,66кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","2х1,5 BBГнг(A)-LS   0,66кB",2420.0,116949.07
2022-02-03 09:31:20.132,72274,367950,31880,Кабель ПуПнг(А)-НF 1х25(РЕ) 450/750В ТУ 16.К01-62-2009 (ГОСТ 31947-2012) (Электрокабель),"1x25 ПYГBнг(A)-HF-0,66",1750.0,407003.47
2022-02-03 09:31:20.132,72274,367951,31880,Кабель ПуПнг(А)-НF 1х4(РЕ) 450/750В ТУ 16.К01-62-2009 (ГОСТ 31947-2012) (Электрокабель),"1x4 ,ПYГBнг(A)-HF-0,66",3500.0,133205.59
2022-02-03 09:31:20.132,72274,367952,31880,"Кабель ППГнг(А)-НF 1х50мк-0,66кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","1x50 BBГнг(A)-LS   0,66кB",300.0,127415.31
2022-02-03 09:31:20.132,72274,367953,31880,"Кабель ППГнг(А)-НF 3x1,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","3x1,5 BBГнг(A)-LS   0,66кB",2400.0,145714.56
2022-02-03 09:31:20.132,72274,367954,31880,"Кабель ППГнг(А)-НF 5х2,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","5x2,5 BBГнг(A)-LS   0,66кB",630.0,87638.37
2022-02-03 09:31:20.132,72274,367955,31880,"Кабель ППГнг(А)-FRHF 4x1,5ок(N)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","4x1,5 BBГнг(A)-FRLS   0,66кB",50.0,4519.21
2022-02-03 09:31:20.132,72274,367956,31880,"Кабель ППГнг(А)-FRHF 4х2,5ок(N)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","4x2,5 BBГнг(A)-FRLS   0,66кB",80.0,10081.74
2022-02-03 09:31:20.132,72274,367957,31880,"Кабель ППГнг(А)-НF Зх2,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","3x2,5 BBГнг(A)-LS   0,66кB",22375.0,1916640.26
2022-02-03 09:31:20.132,72274,367958,40552,Кабель ВВГнг(А)-LS 1х120мк-1 кВ ТУ 16.К73.079-2007 (ГОСТ 31996-2012) (Электрокабель),Кабель ВВГнг(А)-LS 1х120мк-1 кВ ТУ 16.К73.079-2007 (ГОСТ 31996-2012) (Электрокабель),1.25,1170609.74
2022-02-03 09:31:20.132,72274,367959,31880,"Кабель ППГнг(А)-FRHF 3x1,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","3х1,5 BBГнг(A)-FRLS   0,66кB",19000.0,1353551.45
2022-02-03 09:31:20.132,72274,367960,40552,"Кабель ППГнг(А)-FRHF Зх2,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","Кабель ППГнг(А)-FRHF Зх2,5ок(N,РЕ)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)",0.6,59110.5
2022-02-03 09:31:20.132,72274,367993,40552,"Кабель ППГнг(А)-FRHF 4x1,5ок(N)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)","Кабель ППГнг(А)-FRHF 4x1,5ок(N)-0,66 кВ ТУ 16.К73.102-2011 (ГОСТ 31996-2012) (Электрокабель)",2.2,198845.15
2022-02-03 11:43:06.345,72345,368158,40590,"Оказание услуг по организации обучения по счет-оферте № А-445 от 02.02.2022г., НДС не облагается (Объект: Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации по адресу: 121552, Российская Федерация, г. Москва, ЗАО, ул. 3-я Черепковская, д. 15А стр.7
Электрогазосварщик","Оказание услуг по организации обучения по счет-оферте № А-445 от 02.02.2022г., НДС не облагается (Объект: Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации по адресу: 121552, Российская Федерация, г. Москва, ЗАО, ул. 3-я Черепковская, д. 15А стр.7
Электрогазосварщик",4.0,12000.0
2022-02-03 17:07:01.892,72445,368445,40629,Доплата по счету №444 от 28.01.2022г.,Доплата по счету №444 от 28.01.2022г.,1.0,14620.0
2022-02-04 10:57:25.887,72527,368731,40670,Вывоз мусора контейнером вместимостью 20 м3 по адресу: 3-я Черепковская,Вывоз мусора контейнером вместимостью 20 м3 по адресу: 3-я Черепковская,23.0,448500.0
2022-02-04 10:57:25.887,72527,368732,40670,Вывоз мусора контейнером вместимостью 8 м3 по адресу: 3-я Черепковская,Вывоз мусора контейнером вместимостью 8 м3 по адресу: 3-я Черепковская,4.0,34000.0
2022-02-04 10:57:25.887,72527,368733,40670,Постановка контейнера вместимостью 20 м3 по адресу :3-я Черепковская,Постановка контейнера вместимостью 20 м3 по адресу :3-я Черепковская,2.0,2600.0
2022-02-04 10:57:25.887,72527,368734,40670,Постановка контейнера вместимостью 8 м3,Постановка контейнера вместимостью 8 м3,1.0,900.0
2022-02-04 10:57:26.030,72528,368737,40671,Вывоз мусора контейнером вместимостью 20 м3 по адресу: 3-я Черепковская,Вывоз мусора контейнером вместимостью 20 м3 по адресу: 3-я Черепковская,3.0,58500.0
2022-02-04 10:57:26.030,72528,368738,40671,Вывоз мусора контейнером вместимостью 8 м3 по адресу: 3-я Черепковская,Вывоз мусора контейнером вместимостью 8 м3 по адресу: 3-я Черепковская,5.0,42500.0
2022-02-04 10:57:26.030,72528,368739,40671,Постановка контейнера вместимостью 8 м3,Постановка контейнера вместимостью 8 м3,1.0,900.0
2022-02-07 11:22:22.886,72801,370103,40820,"Оплата по Договору № 01/01/2022/КРДЛ-У, №01/01/2022/КРДЛ- П от 24.12.2021 за услуги организации питания и товары для сотрудников, задействованных на реконструкции здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу 121552, г Москва, ЗАО, ул 3-я Черепковская, Д.15А за январь 2022 г.","Оплата по Договору № 01/01/2022/КРДЛ-У, №01/01/2022/КРДЛ- П от 24.12.2021 за услуги организации питания и товары для сотрудников, задействованных на реконструкции здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу 121552, г Москва, ЗАО, ул 3-я Черепковская, Д.15А за январь 2022 г.",1.0,615860.45
2022-02-07 12:21:58.433,72840,370220,40810,Цемент ПЦ-500 ЦЕМ I 42.5 Н 50 кг,Портландцемент общестроительного назначения бездобавочный нормированный ПЦ-500 Д0-Н,3.0,21420.0
2022-02-07 12:21:58.433,72840,370221,40837,Услуга по доставке,Услуга по доставке,1.0,3700.0
2022-02-07 12:25:37.125,72842,370227,40764,"Хомут спринклерный 2""",Ду50 Хомут грушевидный,150.0,3525.0
2022-02-07 12:25:37.125,72842,370228,40764,"Хомут спринклерный 1""",Ду25 Хомут грушевидный,420.0,4788.0
2022-02-07 12:25:37.125,72842,370229,40851,Транспортные услуги,Транспортные услуги,1.0,1000.0
2022-02-07 12:31:36.365,72850,370269,40819,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р.41 104375,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р41,25.0,33750.0
2022-02-07 12:31:36.365,72850,370270,40819,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р.42 (104375),Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р42,25.0,33750.0
2022-02-07 12:31:36.365,72850,370271,40819,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р.43 (104375),Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р43,25.0,33750.0
2022-02-07 12:31:36.365,72850,370272,40819,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р.44 (104375),Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р44,25.0,33750.0
2022-02-07 12:31:36.365,72850,370273,40819,Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р.45 (104375),Ботинки Мистраль ПУ/ТПУ с МП и МС утепленные р45,10.0,13500.0
2022-02-07 12:31:36.365,72850,370274,40819,Спец.костюм Костюм зимний Спектр-2кур/пк. (р.44-46)р. 170-176,"Костюм утепленный ""Спектр"" (синий/оранжевый (88-92/170-176) логотип Монотек строй)",20.0,55999.92
2022-02-07 12:31:36.365,72850,370275,40819,Спец.костюм Костюм зимний Спектр-2кур/пк. (р.48-50)р. 182-188,"Костюм утепленный ""Спектр"" (синий/оранжевый (96-100/182-188) логотип Монотек строй)",20.0,55999.92
2022-02-07 12:31:36.365,72850,370276,40819,Спец.костюм Костюм зимний Спектр-2кур/пк. (d.56-58)d.170-176,"Костюм утепленный ""Спектр"" (синий/оранжевый (112-116/170-176) логотип Монотек строй)",10.0,27999.96
2022-02-07 13:31:46.549,72880,370363,37754,Кирпич полнотелый керамический М150 250x120x65 ГОСТ 530-2012 (МЗКСМ),Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,42.1824,481312.0
2022-02-07 14:40:08.058,72936,371086,40883,"Услуга манипулятора 7т, 31.01.22г., 2.02.22г., 5.02.22г., на объекте: г. Москва. ЗАО. ул. 3-я Черепковская, Д.15А","Услуга манипулятора 7т, 31.01.22г., 2.02.22г., 5.02.22г., на объекте: г. Москва. ЗАО. ул. 3-я Черепковская, Д.15А",32.0,62000.0
2022-02-07 15:01:13.275,72947,370703,40810,Цемент ПЦ-500 ЦЕМ I 42.5 Н 50 кг,Портландцемент общестроительного назначения бездобавочный нормированный ПЦ-500 Д0-Н,7.0,49980.0
2022-02-07 15:01:13.275,72947,370704,40887,Услуга по доставке,Услуга по доставке,1.0,9408.0
2022-02-07 16:28:07.989,73004,371139,40818,Чайник Vitek VT-7008,Чайник Vitek VT-7008 749519,1.0,1795.37
2022-02-07 17:00:46.558,73030,371465,40827,Мешки для мусора ПВД 200л 50 мкм 50шт/уп черный 90x130см,"Мешки для мусора на 200 литров черные (ПВД, 50 мкм, в упаковке 50 штук, 90х130 см) 974972",6.0,4809.38
2022-02-07 17:00:46.558,73030,371466,40827,Мешки для мусора ПНД 30л 12мкм 30шт/рул синие 50x60см Комус,"Мешки для мусора на 30 л Комус синие (ПНД, 12 мкм, в рулоне 30 шт, 50х60 см)  274537",50.0,3044.4
2022-02-07 17:00:46.558,73030,371467,40827,Кофе Jacobs Monarch раств.субл. 500г пакет,Кофе растворимый Jacobs Monarch 500 г (пакет) 172683,1.0,759.0
2022-02-07 17:00:46.558,73030,371468,40827,Полотенца бумажные д/дисп. Luscan Economy/Professional \/сл1слвт200л20пач/уп,Полотенца бумажные листовые Tork Advanced H3 ZZ-сложения 2-слойные 20 пачек по 200 листов (артикул производителя 290184) 394695,2.0,1427.59
2022-02-07 17:00:46.558,73030,371469,40827,Салфетки 1-сл.Мягкий знак белые 100шт./уп.с4,Салфетки бумажные Мягкий знак 24x24 см белые 1-слойные 100 штук в упаковке 214169,2.0,45.58
2022-02-07 17:00:46.558,73030,371470,40827,Стакан одноразовый бум однослойный d-30мм 200мл Coffee-to-Go 50шт/уп,Стакан одноразовый бумажный 200 мл 50 штук в упаковке Coffee-to-Go 117309,2.0,532.63
2022-02-07 17:00:46.558,73030,371471,40827,"Чай Азерчай Ленкорань черный крупнолист, прозрачная упаковка, 400г 414186",Чай Азерчай Ленкорань черный 400 г 1245680,1.0,365.32
2022-02-07 17:00:46.558,73030,371472,40827,Бумага туалетная Luscan Professional 2сл бел втор втул 20м 160л 24рул/уп,Бумага туалетная Luscan Professional 2-слойная белая (24 рулона в упаковке) 396249,10.0,2854.56
2022-02-07 17:00:46.558,73030,371473,40827,Ведро с отжимом YORK 10 литров прямоугольное 070020,Ведро с отжимом York 10 л пластиковое (цвет в ассортименте) 070020 1416894,4.0,877.92
2022-02-07 17:00:46.558,73030,371474,40827,"Чай TESS Лайм зеленый с добавками 100 пак/уп, 0920-09",Чай Tess Lime Citrus peels зеленый с лаймом 100 пакетиков 362485,2.0,598.01
2022-02-07 21:58:40.877,73097,372171,40818,Зубило 14х250х50 мм SDS+,Зубило FDW 250мм SDS plus (47-03),20.0,3400.0
2022-02-07 21:58:40.877,73097,372172,40818,Корщетка с деревянной ручкой 5-ти рядная,Щетка Bellota по металлу многорядная,20.0,1240.0
2022-02-07 21:58:40.877,73097,372173,40818,"Щетка для УШМ, 65 мм, М14, ""чашка"", витая проволока 0.3 мм Сибртех","Щетка чашечная для УШМ, витая стальная латунированная проволока 0,3 мм, d=60 мм, MIRAX 35142-060",20.0,3400.0
2022-02-07 21:58:40.877,73097,372174,40818,"Щетка для УШМ, 150 мм, М14, ""чашка"", крученая проволока 0.5 мм Сибртех",Щетка чашечная двурядная (150 мм; М14х2; жгут; стальная проволока 0.5 мм) для УШМ Профоснастка 20103003,5.0,3471.4
2022-02-07 21:58:40.877,73097,372175,40818,VIRA RAGE Ключ разводной усиленный 300 мм 311057,Разводной усиленный ключ VIRA RAGE 300 мм 311057,2.0,2560.8
2022-02-07 21:58:40.877,73097,372176,40818,Нож строительный 18 мм пластиковый корпус DIZAYN код 501,"Технический нож FIT IT 18 мм усиленный, металлический корпус 10250",50.0,5978.5
2022-02-07 21:58:40.877,73097,372177,40818,Угольник столярный желтый 350 мм,Угольник строительный Hesler 350 мм стальной,20.0,2460.0
2022-02-07 21:58:40.877,73097,372178,40818,VOREL Насос ручной с манометром до 10Атм 82021,Ручной насос с манометром VOREL до 10 Атм 82021,2.0,2016.0
2022-02-07 21:58:40.877,73097,372179,40818,Растворитель Р-646 канистра 10 л,Растворитель для эмаль краска,20.0,1700.0
2022-02-07 21:58:40.877,73097,372180,40818,"Цилиндровый механизм Avers ZM-70-CR, арт. 21649",Цилиндровый механизм Avers ZM-70-CR 00021649,20.0,6210.0
2022-02-07 21:58:40.877,73097,372181,40818,Ballu Пушка тепловая BALLU BHP-P2-3,Электрическая тепловая пушка Ballu BHP-P2-3,2.0,9321.9
2022-02-07 21:58:40.877,73097,372182,40818,Brante Колесо для кресла 50 мм штырь Д=11 ммRS 05 CT316 11283,Колесо для кресла Brante 50 мм штырь Д=11 мм RS 05 CT316 11283,20.0,1960.0
2022-02-07 21:58:40.877,73097,372183,40818,Syntilor Нейтральный преобразователь ржавчины ИФХАН-58ПР 5кг 1043,Нейтральный преобразователь ржавчины Syntilor ИФХАН-58ПР 5кг 1043,20.0,9888.0
2022-02-08 10:24:01.299,73150,372413,40797,Уголок 160*160*10 ГОСТ 8509-93 Ст. 20,"Уголок металлический 160х160х10 09Г2С г/к,  ГОСТ 8509-93",72.0,198772.0
2022-02-08 10:24:01.299,73150,372414,40797,Уголок 125x80x10 ст. 09Г2С гост 8510-86,Уголок металлический 125х80х10 09Г2С ГОСТ 8509-93,72.0,135926.7
2022-02-08 10:24:01.299,73150,372415,40797,"Профнастил Н-750-0,8 ГОСТ 24045-94","Профилированный лист оцинкованный, ГОСТ 24045-94 Н75-750-0,8",144.0,115200.0
2022-02-08 10:24:01.299,73150,372416,40797,Уголок 100*100*8 ГОСТ 8509-93 5-Ст.09Г2С,Уголок металлический 100х100х8 09Г2С г/к ГОСТ 8509-93,72.0,81720.0
2022-02-08 10:24:01.299,73150,372417,40797,Швеллер 24 У стЗпс/сп5 12м,Швеллер 24У ст. 09Г2С,108.0,269941.5
2022-02-08 10:24:01.299,73150,372418,40981,Транспортные услуги,Транспортные услуги,1.0,17000.0
2022-02-08 10:48:35.183,73161,372449,40825,"Рым-болт DIN 580, цинк 12",Рым-болт ЗУБР DIN 580 М12,100.0,5500.0
2022-02-08 10:48:35.183,73161,372450,40825,Забивной анкер M12/16*50,анкер забивной м12,150.0,1305.0
2022-02-08 10:48:35.183,73161,372451,40825,"Фал плетеный полипропиленовый, полипроп.сердечник, 16-прядный, 320кгс, 12мм (100 метров)",Шнур плетеный полиамидный 16-прядный 12 (ПП+ПЭ),200.0,5260.0
2022-02-08 11:23:28.998,73182,372632,39884,Маска 3х слойная санитарно-гигиеническая (уп. 50 / 2000шт),Маска медицинская (50 штук в упаковке),2450.0,5390.0
2022-02-08 13:13:57.655,73233,373020,41019,"01.01.22 - 13.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору","01.01.22 - 13.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору",910.0,196560.0
2022-02-08 13:13:57.655,73233,373021,41019,"14.01.22 - 19.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору","14.01.22 - 19.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору",504.0,108864.0
2022-02-08 13:13:57.655,73233,373022,41019,"20.01.22 - 31.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору
","20.01.22 - 31.01.22, КМН - Комната
 Предоставление мест временного проживания по
договору
",1200.0,259200.0
2022-02-08 15:18:42.081,73305,373264,37754,Кирпич рядовой одинарный полнотелый M150 (ГОСТ 530-2012),Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,168.7296,436300.8
2022-02-08 15:20:32.741,73306,373266,40818,"Маркер лаковый пеинт (лак) EDDING Е-751/2 красный, 1-2мм, мет. корп","Лаковый маркер Edding пеинт E-751/2 красный, 1-2 мм, металлический корпус 87776",50.0,9949.8
2022-02-08 15:20:32.741,73306,373267,40818,"Ручка шариковая эконом Attache Economy, цв чернил синий, 1 мм, прозр корпус",Ручка шариковая синяя (толщина линии 0.7 мм) 354340,10.0,1650.0
2022-02-08 15:20:32.741,73306,373268,40818,"Ручка гелевая PILOT BL-FR7 Frixion резин.манжет синий 0, 35мм Япония",Ручка гелевая  72661,20.0,2612.16
2022-02-08 15:20:32.741,73306,373269,40818,"Ручка шариковая Attache Economy Elementary 0, 5мм черный ст.",Ручка шариковая Attache Economy Elementary черная (толщина линии 0.5 мм) 737053,1.0,110.4
2022-02-08 15:20:32.741,73306,373270,40818,Ручка шариковая Attache Economy оранж.корп. синий стерж,"Ручка шариковая Attache Economy синяя (оранжевый корпус, толщина линии 0.5 мм) 1113500",1.0,224.4
2022-02-09 09:09:35.381,73376,373524,40810,Сухая смесь универсальная М150 50 кг БЕТОНМИ,Сухая смесь монтажно-кладочная М150,60000.0,180000.0
2022-02-09 09:20:20.108,73382,373549,41001,Доска 40х200х6000мм ТУ ОЕВ профилированная,Доска лиственница 40х200х6000,3.984,51875.0
2022-02-09 09:20:20.108,73382,373550,41094,Транспортные услуги.,Транспортные услуги.,1.0,5000.0
2022-02-09 09:46:48.970,73391,373687,40764,Муфта ст. 15 ГОСТ 8966-75,Муфта приварная 1/2”,500.0,7495.0
2022-02-09 09:46:48.970,73391,373688,40764,"Отвод ст.90-1- 33,7 х2,3 (DN25) ГОСТ 17375-2001",Отвод стальной бесшовный приварной Ду25 ГОСТ 17375-2001,15.0,831.75
2022-02-09 09:46:48.970,73391,373689,40764,"Заглушка ст. 57 х 3,0 ГОСТ 17379-2001",Заглушка эллиптическая бесшовная приварная Ду50 ГОСТ 17379-2001,40.0,1363.6
2022-02-09 09:46:48.970,73391,373690,40764,"Заглушка ст. 32 х 3,0 ГОСТ 17379-2001",Заглушка эллиптическая бесшовная приварная Ду25 ГОСТ 17379-2001,300.0,4371.0
2022-02-09 09:46:48.970,73391,373691,40764,"Переход ст. 89x3,5- 57x3,0 ГОСТ 17378-2001","Переход концентрический 88,9х3,2 – 60,3х2,9 ГОСТ 17378-2001",30.0,3150.6
2022-02-09 09:46:48.970,73391,373692,41100,Автоперевозки по Москве -вес до 1500кг,Автоперевозки по Москве -вес до 1500кг,1.0,4000.0
2022-02-09 10:04:26.068,73396,373697,40764,Трубы ДУ 80x4 ГОСТ 3262-75,"Труба стальная ВГП 80х4,0  (ду 80) ГОСТ 3262-75",300.0,187650.0
2022-02-09 10:04:26.068,73396,373698,40764,"Трубы ДУ 50x3,5 ГОСТ 3262-75","Труба стальная ВГП 50х3,5  (ду 50) ГОСТ 3262-75",804.0,298284.0
2022-02-09 10:04:26.068,73396,373699,40764,"Трубы ДУ 25x3,2 ГОСТ 3262-75","Труба стальная ВГП 25х3,2 (ду 25) ГОСТ 3262-75",804.0,148016.4
2022-02-09 10:04:26.068,73396,373700,41102,Доставка,Доставка,1.0,18000.0
2022-02-09 10:18:12.004,73406,373716,40818,"Скобы для степлера N24/6 КОМУС оцинкованные (2-30
лист.) 1000 шт в упаковке",Скобы для степлера №24/6 Комус оцинкованные (1000 штук в упаковке) 162706,20.0,679.92
2022-02-09 10:19:07.744,73407,373717,40825,Щиток защитный лицевой с креплением на каске защитной КБТ ВИЗИОН® TITAN 04390,Щиток защитный лицевой с креплением на каске защитной кбт визион TITAN,25.0,10500.0
2022-02-09 10:48:21.305,73431,373773,40764,"Тройник 89x3,5 ст.20 ГОСТ 17376","Тройник стальной бесшовный приварной 88,9х3,2, Ру16  (ду 80) ГОСТ 17376-2001",30.0,12466.44
2022-02-09 10:48:21.305,73431,373774,40764,"Тройник 1-60,3x2,9 ст.20 ГОСТ 17376","Тройник стальной бесшовный приварной 60,3х2,9, Ру16 (ду 50) ГОСТ 17376-2001",60.0,27176.4
2022-02-09 10:48:21.305,73431,373775,40764,"Тройник 1-33,7x2,5 ст.20 ГОСТ 17376","Тройник стальной бесшовный приварной 33,7х2,3, Ру16  (ду 25) ГОСТ 17376-2001",60.0,12646.08
2022-02-09 10:48:21.305,73431,373776,40764,"Отвод 90-89x3,5 ст.20 ГОСТ 17375",Отвод стальной бесшовный приварной Ду80 ГОСТ 17375-2001,40.0,10174.56
2022-02-09 10:48:21.305,73431,373777,40764,Отвод 90-57x3 ст.20 ГОСТ 17375,Отвод стальной бесшовный приварной Ду50 ГОСТ 17375-2001,40.0,4965.12
2022-02-09 11:13:18.699,73444,373796,40825,Огнетушитель ОП-25(з) АВСЕ (Ярпожинвест),Огнетушитель порошковый ОП-25(з) АВСЕ,5.0,15975.0
2022-02-09 11:13:18.699,73444,373797,40825,"Шланг с распылителем к ОП - 3,4,5, 8, 10 (с1-16мм)",Шланг с распылителем к ОП-8,20.0,820.0
2022-02-09 17:35:55.769,73618,374597,41201,"Услуга манипулятора 7т, 13.01,22г.,15.01.22г. , на объекте: г. Москва, ЗАО, ул. 3-я Черепковская, Д.15А","Услуга манипулятора 7т, 13.01,22г.,15.01.22г. , на объекте: г. Москва, ЗАО, ул. 3-я Черепковская, Д.15А",16.0,31000.0
2022-02-09 17:37:33.709,73619,374596,41202,Электробезопасность ,Электробезопасность ,6.0,33000.0
2022-02-10 16:16:19.891,73819,375432,36700,"MIRAX Кипятильник , 2000 Вт, 220В 55418-20",Электрокипятильник 24-34 см,3.0,1080.0
2022-02-11 11:10:13.140,73939,375795,41338,Трубы электросварные 57x3 ГОСТ 10704-91,Труба стальная электросварная  Ду50   ГОСТ10704-91,354.0,108324.0
2022-02-11 11:10:13.140,73939,375796,41338,"Отвод 57x3,5 90гр. ГОСТ 17375-2001 ст.20",Отвод крутоизогнутый Ду50  ГОСТ17375-2001,25.0,4250.0
2022-02-11 11:10:13.140,73939,375797,41367,Доставка,Доставка,1.0,17000.0
2022-02-11 11:15:07.654,73942,375801,41363,Удлинитель РоЕ 10М/100М Fast Ethernet до 500м Е-РоЕ/1 OSNOVO 1000634315,PoE Удлинитель OSNOVO E-PoE/1,8.0,27621.41
2022-02-11 15:17:29.760,74077,376500,41338,"Хомут спринклер ст (87-94)мм (3"") б/к .",Ду80 Хомут грушевидный,80.0,2693.76
2022-02-14 09:48:01.248,74173,376904,40818,ДОБАВКА CEMSTONE ДЛЯ КЛАДОЧНЫХ РАСТВОРОВ 5 Л CEMMIX,Добавка для кладочных растворов Cemmix СemStone 5 л,20.0,12300.0
2022-02-14 15:48:26.654,74402,378201,41360,Эмаль ПФ-115 зеленая 25 кг,краска пф-115 зеленая 25 кг,6.0,10575.0
2022-02-14 15:48:26.654,74402,378202,41360,Эмаль ПФ-115 красная 25 кг,краска пф-115 красная 25 кг,3.0,5362.5
2022-02-14 15:48:26.654,74402,378203,41360,Грунтовка ГФ-021 серая 20 кг,Грунтовка ГФ-021 серый 20 кг,4.0,5720.0
2022-02-14 15:48:26.654,74402,378204,41360,Уайт-спирит канистра 10 л,уайт спирит 10 лт,5.0,4015.0
2022-02-14 15:48:26.654,74402,378205,41360,"Gigant Трубный ключ №1, угол 90 гр. 1"" ТКР-4","Трубный ключ №1, угол 90 гр. 1"" Gigant TKP-4",5.0,2455.0
